"buildingID","case1_annual_h_wh","case2_annual_h_wh","case3_annual_h_wh","case4_annual_h_wh","case5_annual_h_wh","case6_annual_h_wh","case7_annual_h_wh","case8_annual_h_wh","case9_annual_h_wh","case10_annual_h_wh","case11_annual_h_wh","case12_annual_h_wh","case13_annual_h_wh","case14_annual_h_wh","case15_annual_h_wh","case16_annual_h_wh","case17_annual_h_wh","case18_annual_h_wh","case19_annual_h_wh","case20_annual_h_wh","case21_annual_h_wh","case22_annual_h_wh","case23_annual_h_wh","case24_annual_h_wh","case25_annual_h_wh"
"363100012120071","76940800","76940300","76939800","76939200","76938600","94425800","94423400","92024900","94418000","100306000","315492000","164994000","123173000","282214000","123160000","205017000","121638000","121631000","396567000","204971000","416394000","145115000","242092000","166776000","166763000"
"363100012131353","28437700","34120900","40312400","46926300","53926000","38145300","45242400","52943200","61200600","69982300","47526300","56004000","65178300","74965400","85502000","56602900","66419900","76990900","88217700","100395000","65215000","76319900","88197800","100943000","114659000"
"363100012107135","21967800","26362100","31156100","36295500","41736600","29489400","34977800","40930100","47320600","54138300","36769200","43316800","50400700","57953800","66130300","43816000","51380300","59528900","68183800","77627200","50480800","59040000","68189400","78030900","88626000"
"363100012114540","14468100","14467700","14467200","14466700","14466200","17998500","17997500","17520200","17995300","19186500","62751400","32343600","23802100","55982000","23797600","40449000","23505100","23502500","79178200","40431900","83173300","28211200","47951700","32582500","32577400"
"363100012143682","28036000","33693700","39879600","46493400","53517700","36725600","43688900","51250500","59371200","68034800","45135000","53369500","62272100","71795700","82093200","53315300","62761100","72944900","83786200","95600800","61059800","71703200","83087800","95342300","108560000"
"363100012065364","22460300","22459600","22459000","22458200","22457500","28265000","28263600","27364400","28260400","30136900","99863000","49840000","37696000","90044700","37689600","62439000","37040600","37036900","125579000","62414800","132874000","45218500","74135000","52186500","52179100"
"363100012135561","17248700","17248100","17247500","17246800","17246000","21390900","21389500","20831600","21386300","22788200","73807000","38258600","28200000","65759600","28193400","47772200","27845600","27841800","93065300","47747600","97634700","33350700","56567000","38486800","38479400"
"363100012120691","23043800","27650600","32682900","38061700","43760900","30944500","36704400","42946200","49655900","56805600","38595800","45474600","52915200","60866100","69440300","46006100","53965700","62543900","71667700","81565900","53049600","62044800","71691000","82047100","93182400"
"363100012099882","21900400","26408700","31356700","36663100","42293400","28674100","34265400","40352200","46889900","53884200","35274600","41926700","49117500","56821900","65187200","41747100","49408700","57667200","66454900","76097900","47882400","56553000","65816500","75822700","86620400"
"363100012104501","245696000","245692000","245688000","245684000","245679000","302367000","302355000","294549000","302329000","321385000","1018970000","530545000","395504000","911470000","395447000","660084000","390492000","390459000","1281650000","659871000","1346480000","466728000","780065000","536850000","536788000"
"363100012141219","6539890","6539710","6539500","6539290","6539060","8076580","8075920","7855960","8074460","8584990","27403200","14128400","10593800","24573800","10590700","17593400","10447400","10445600","34440000","17581600","36269400","12546400","20801800","14431100","14427800"
"363100012151057","25238500","25237000","25235300","25233500","25231600","31260800","31257200","30376600","31249200","33240600","106728000","54701900","41101000","95741200","41084600","68163300","40482500","40473000","134108000","68102000","141307000","48740900","80608000","56085600","56067200"
"363100012078363","22264900","22264200","22263500","22262700","22261900","27627800","27626200","26889000","27622500","29425200","95277500","49202200","36429500","85057600","36422000","61436300","35954800","35950500","120070000","61408100","126121000","43145900","72758000","49767900","49759300"
"363100012245936","31897100","31896000","31894800","31893600","31892200","39637700","39633800","38513700","39624900","42195600","136885000","69967300","52294500","122633000","52275200","87337200","51511200","51500400","172202000","87266300","181389000","62082900","103403000","71554000","71534000"
"363100012245934","46894200","56289400","66517000","77428900","88973600","50871300","60833000","71701200","83290300","95556400","54708600","65290800","76762600","88969100","102057000","58697000","69881800","81906900","94656800","108482000","62508600","74304400","86839600","100431000","114870000"
"363100012102700","38406800","38406000","38405100","38404100","38403100","47998500","47996600","46647800","47992300","51191200","168585000","85994400","63710000","150791000","63701100","107659000","62822100","62817000","212730000","107625000","224000000","75818300","127738000","87597600","87587400"
"363100012149411","9725800","11715800","13890900","16218600","18680000","17125800","20210300","23564900","27159900","31030500","23460800","27514500","31872600","36496100","41580700","28782100","33594100","38774900","44252200","50314500","33139800","38664500","44521800","50857500","57659800"
"363100012105694","22302500","26769800","31631500","36835000","42352300","29914500","35468900","41487000","47951100","54846000","37274100","43880500","51026200","58675000","66900200","44364800","51993700","60204600","68979500","78445200","51115000","59701800","68929700","78829100","89481100"
"363100012108480","22371700","26856300","31743500","36974800","42518300","30041600","35640400","41705900","48226700","55181000","37451700","44145200","51375100","59082200","67429000","44641100","52375900","60703900","69529900","79174100","51430900","60198100","69552100","79615500","90429300"
"363100012092874","7655840","9216300","10921500","12745800","14674600","13963800","16428700","19098000","21952100","25027000","19314900","22581400","26067100","29753300","33809900","23812400","27695600","31849700","36214000","41069100","27465900","31957200","36655400","41743500","47183800"
"363100012128941","8007580","9624810","11387400","13269800","15256700","14515700","17056500","19812000","22754100","25917800","20034900","23382400","26971500","30780400","34940300","24632100","28615200","32891600","37417800","42385100","28404800","32972200","37814400","43032900","48627200"
"363100012084924","23913400","28664600","33828500","39353800","45208900","32116300","38045500","44468600","51367700","58711700","40036600","47123100","54781000","62956100","71773900","47710100","55913500","64737600","74107800","84302400","54973500","64267700","74184100","84841500","96306100"
"363100012109030","33797500","40650400","48143400","56148700","64617100","44353500","52820500","62021200","71892100","82399800","54561100","64615700","75480400","87098800","99656300","64527100","76084200","88546700","101782000","116254000","73941000","87009500","100966000","116001000","132208000"
"363100012082365","7574080","9114600","10802200","12607300","14513200","13787400","16221400","18858000","21680700","24716000","19098500","22305800","25751200","29422400","33398300","23530900","27364800","31474200","35842600","40598100","27200400","31592000","36255100","41276100","46653800"
"363100012132120","28306300","34029900","40264100","46931000","53999300","37236200","44271800","51912100","60122400","68855600","45864000","54187800","63207300","72847700","83241300","54237500","63808600","74135700","85124100","97057600","62182100","72968800","84521300","96937600","110309000"
"363100012065254","22891900","27501500","32529600","37902900","43584700","30720200","36495900","42760100","49487900","56641500","38298600","45212600","52691900","60677900","69293500","45653400","53662800","62299000","71464600","81448100","52622200","61703900","71419000","81863800","93105800"
"363100012195563","1456410","1456280","1456140","1455990","1455830","1905020","1904330","1848580","1902830","2060870","7578110","3816260","2642040","6567280","2638440","4860700","2602330","2600350","9650320","4847180","9991140","3164460","5812190","3724380","3720570"
"363100012119366","40321400","48528600","57474600","67016700","77095500","53596900","63834000","74973800","86911800","99574300","66396800","78678800","91959600","106108000","121405000","78916800","93130400","108452000","124665000","142448000","90719400","106899000","124126000","142704000","162708000"
"363100012064322","21595700","25956000","30728400","35844100","41257900","24560700","29387600","34664700","40307600","46300400","27472900","32757100","38508200","44673700","51253200","30370700","36129000","42330100","48980400","56110300","33209300","39381700","46022200","53189700","60859900"
"363100012086741","35923500","43258000","51272000","59852200","68931900","47216100","56301600","66206000","76838400","88149300","58119900","68973300","80705800","93236200","106838000","68835500","81332300","94812800","109096000","124852000","78892600","93104900","108217000","124582000","142214000"
"363100012065095","29634000","29633700","29633500","29633200","29633000","37254800","37254300","36135400","37253100","39765000","131394000","66546000","49673600","117688000","49671300","83362100","48886900","48885500","165449000","83353200","174072000","59341800","98950200","68585600","68582900"
"363100012135610","7926070","9546590","11323000","13224800","15231900","14335100","16893400","19667100","22639500","25837900","19838000","23201000","26825900","30697900","34884200","24423100","28447200","32773600","37389000","42393600","28234200","32836700","37751200","43038800","48711900"
"363100012135961","22537200","27046000","31966800","37239700","42821100","30257100","35897300","42017000","48587500","55595500","37723300","44471500","51763900","59533500","67956500","44974700","52773000","61172000","70070800","79816400","51815300","60660500","70093200","80248200","91180400"
"363100012086033","7955190","9559910","11309100","13177000","15149000","14450600","16970300","19702200","22619500","25757600","19949200","23273000","26831900","30604300","34735000","24534800","28487900","32728000","37206100","42139500","28285500","32827500","37625800","42802200","48349200"
"363100012109810","16694700","16694300","16693900","16693500","16693000","20722300","20721400","20182900","20719400","22083700","71831200","37177000","27347300","64019400","27343000","46455400","27013500","27011000","90668800","46439400","95181400","32362000","55044600","37363100","37358200"
"363100012110631","128533000","128531000","128529000","128527000","128525000","157051000","157047000","153524000","157037000","166934000","522522000","278700000","204282000","463249000","204262000","346209000","202287000","202275000","658516000","346134000","687022000","239041000","408598000","275085000","275062000"
"363100012122536","19045600","19045100","19044500","19043900","19043300","23515100","23513900","22867700","23511200","24991700","79336800","40977800","30824500","71182800","30819100","50983300","30383700","30380600","99562500","50963000","104753000","36498500","60247900","41961800","41955600"
"363100012146480","28432400","34288900","40720300","47620300","54945500","37247400","44522800","52450500","60967300","70072800","45886300","54521900","63891000","73974600","84830300","54299000","64273400","75041200","86592100","99095000","62372500","73598700","85708400","98745500","112832000"
"363100012095853","7894680","9503250","11265800","13152600","15148100","14352700","16891800","19644700","22589100","25761300","19863700","23216400","26807400","30622900","34786600","24476800","28472400","32751800","37280800","42259700","28262400","32857400","37705600","42943100","48549200"
"363100012089994","24067300","24066000","24064700","24063200","24061600","30010400","30006400","29166100","29997700","31980500","104717000","53577900","39733000","93563900","39713900","67001800","39171300","39160300","131924000","66929700","138824000","47207400","79397900","54487400","54466300"
