"buildingID","case1_annual_h_wh","case2_annual_h_wh","case3_annual_h_wh","case4_annual_h_wh","case5_annual_h_wh","case6_annual_h_wh","case7_annual_h_wh","case8_annual_h_wh","case9_annual_h_wh","case10_annual_h_wh","case11_annual_h_wh","case12_annual_h_wh","case13_annual_h_wh","case14_annual_h_wh","case15_annual_h_wh","case16_annual_h_wh","case17_annual_h_wh","case18_annual_h_wh","case19_annual_h_wh","case20_annual_h_wh","case21_annual_h_wh","case22_annual_h_wh","case23_annual_h_wh","case24_annual_h_wh","case25_annual_h_wh"
"363100012131540","13264200","15321500","17522300","19873500","22355100","23406100","26537200","29876300","33409000","37166500","31918300","35993500","40321200","44874700","49729900","38985400","43832800","48975900","54383500","60157400","44883800","50409300","56234100","62414000","68934500"
"363100012064617","25333500","25332800","25332100","25331300","25330500","31139200","31137500","30336400","31133900","33077900","103710000","54270500","40636300","92716900","40628900","67335800","40127900","40123500","130255000","67306800","136558000","47835100","79433900","54950600","54942200"
"363100012129786","33671900","33670200","33668400","33666500","33664500","41427800","41423800","40332600","41415000","44002900","138509000","72102500","54108600","123858000","54090700","89502500","53393900","53383300","174044000","89432400","182701000","63761000","105601000","73243500","73223400"
"363100012088886","10963100","12625000","14398100","16289000","18287000","19924300","22502900","25248700","28145000","31221100","27379400","30770200","34350500","38106800","42122400","33566500","37608000","41878000","46350600","51141300","38707700","43336200","48178600","53320400","58728200"
"363100012064186","57292100","65894000","75075300","84842700","95146200","75598600","86148500","97363700","109307000","121998000","93002300","105549000","118827000","132767000","147884000","109787000","124218000","139429000","155314000","172652000","125573000","141909000","158956000","177100000","196424000"
"363100012106107","33558300","38499900","43750500","49342200","55258200","44876100","50963700","57423900","64282000","71595700","55590900","62852900","70523900","78568400","87256900","65867800","74230200","83037200","92227900","102180000","75522100","84975600","94863000","105348000","116452000"
"363100012125277","25103500","25103000","25102400","25101900","25101300","30681500","30679000","29914100","30673800","32551000","101004000","53107600","39830200","90262300","39818400","65767100","39341500","39334600","126823000","65721400","132994000","46745500","77482300","53619500","53607100"
"363100012069030","67208800","77411000","88285300","99859200","112067000","88260600","100723000","113983000","128119000","143142000","108277000","123089000","138770000","155249000","173143000","127635000","144666000","162614000","181370000","201870000","145851000","165131000","185241000","206680000","229494000"
"363100012166105","72648100","72647000","72645700","72644400","72643000","89986500","89983700","87555500","89977600","95761400","305908000","158414000","118332000","273499000","118319000","197176000","116760000","116753000","384929000","197128000","404013000","139921000","233110000","161113000","161099000"
"363100012095474","111773000","111771000","111769000","111768000","111766000","140072000","140069000","136541000","140061000","149801000","497162000","258691000","186661000","438861000","186644000","324295000","184686000","184677000","629365000","324232000","655581000","220897000","384924000","256224000","256206000"
